Report generated on: 03-26-2023 15:17:44
"API","","2019"
"","total energy production from renewables and other (quad Btu)",""
"INTL.4418-1-WORL-QBTU.A","    World","69.5566568347988"
"INTL.4418-1-AFG-QBTU.A","        Afghanistan","0.00792545"
"INTL.4418-1-ALB-QBTU.A","        Albania","0.0460917457"
"INTL.4418-1-DZA-QBTU.A","        Algeria","0.007453485"
"INTL.4418-1-ASM-QBTU.A","        American Samoa","0.000044525"
"INTL.4418-1-AGO-QBTU.A","        Angola","0.09877426"
"INTL.4418-1-ATA-QBTU.A","        Antarctica","0"
"INTL.4418-1-ATG-QBTU.A","        Antigua and Barbuda","0.000115765"
"INTL.4418-1-ARG-QBTU.A","        Argentina","0.4228535781645"
"INTL.4418-1-ARM-QBTU.A","        Armenia","0.02147253745"
"INTL.4418-1-ABW-QBTU.A","        Aruba","0.00130647036"
"INTL.4418-1-AUS-QBTU.A","        Australia","0.483889582446"
"INTL.4418-1-AUT-QBTU.A","        Austria","0.503072320934"
"INTL.4418-1-AZE-QBTU.A","        Azerbaijan","0.01686918675"
"INTL.4418-1-BHR-QBTU.A","        Bahrain","0.00008905"
"INTL.4418-1-BGD-QBTU.A","        Bangladesh","0.0098533825"
"INTL.4418-1-BRB-QBTU.A","        Barbados","0.00039182"
"INTL.4418-1-BLR-QBTU.A","        Belarus","0.0095179656"
"INTL.4418-1-BEL-QBTU.A","        Belgium","0.2013528165"
"INTL.4418-1-BLZ-QBTU.A","        Belize","0.0041677181"
"INTL.4418-1-BEN-QBTU.A","        Benin","0.0000717743"
"INTL.4418-1-BMU-QBTU.A","        Bermuda","0"
"INTL.4418-1-BTN-QBTU.A","        Bhutan","0.079708655"
"INTL.4418-1-BOL-QBTU.A","        Bolivia","0.03581628435"
"INTL.4418-1-BIH-QBTU.A","        Bosnia and Herzegovina","0.05621005195"
"INTL.4418-1-BWA-QBTU.A","        Botswana","0.00005343"
"INTL.4418-1-BRA-QBTU.A","        Brazil","5.482314068314"
"INTL.4418-1-VGB-QBTU.A","        British Virgin Islands","0.00001387399"
"INTL.4418-1-BRN-QBTU.A","        Brunei","0.00001781"
"INTL.4418-1-BGR-QBTU.A","        Bulgaria","0.062558049275"
"INTL.4418-1-BFA-QBTU.A","        Burkina Faso","0.00190567"
"INTL.4418-1-MMR-QBTU.A","        Burma","0.096735015"
"INTL.4418-1-BDI-QBTU.A","        Burundi","0.002074865"
"INTL.4418-1-CPV-QBTU.A","        Cabo Verde","0.000739115"
"INTL.4418-1-KHM-QBTU.A","        Cambodia","0.0378845415"
"INTL.4418-1-CMR-QBTU.A","        Cameroon","0.0477308"
"INTL.4418-1-CAN-QBTU.A","        Canada","3.8268251976715"
"INTL.4418-1-CYM-QBTU.A","        Cayman Islands","0.000151385"
"INTL.4418-1-CAF-QBTU.A","        Central African Republic","0.00133575"
"INTL.4418-1-TCD-QBTU.A","        Chad","0.000169195"
"INTL.4418-1-CHL-QBTU.A","        Chile","0.33636681962"
"INTL.4418-1-CHN-QBTU.A","        China","18.0584782169905"
"INTL.4418-1-COL-QBTU.A","        Colombia","0.521020911458"
"INTL.4418-1-COM-QBTU.A","        Comoros","0.000003562"
"INTL.4418-1-COG-QBTU.A","        Congo-Brazzaville","0.00755046045"
"INTL.4418-1-COD-QBTU.A","        Congo-Kinshasa","0.098626659625"
"INTL.4418-1-COK-QBTU.A","        Cook Islands","0.000133575"
